"Age","LoanAmount","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
69,179159,371,47,1,6.05,36,"High School","Unemployed","Married","No",0,1.29799
22,124587,382,67,4,19.19,24,"Master's","Unemployed","Single","No",1,0.63395
25,183885,606,93,4,2.19,48,"Master's","Unemployed","Married","Yes",0,0.31214
42,172644,592,69,1,4.82,24,"PhD","Full-time","Married","Yes",0,1.07632
30,191323,766,44,4,13.46,24,"Master's","Part-time","Married","No",0,0.26068
20,178980,513,24,1,18.71,24,"Master's","Unemployed","Married","Yes",1,0.63176
66,150052,666,110,2,7.55,48,"High School","Part-time","Married","Yes",0,1.25038
19,164457,426,96,1,9.02,36,"PhD","Full-time","Divorced","No",0,1.13108
43,233481,578,114,1,5.23,48,"Master's","Part-time","Divorced","Yes",0,0.94452
49,155945,559,3,3,13.65,48,"Master's","Self-employed","Married","Yes",0,1.25695
19,39458,721,79,3,21.69,24,"PhD","Self-employed","Single","Yes",1,0.97898
33,225371,303,107,4,23,24,"PhD","Self-employed","Married","No",0,0.70545
55,204445,302,18,2,17.84,60,"Bachelor's","Part-time","Married","Yes",0,0.75528
19,187051,842,76,2,19.57,48,"Bachelor's","Part-time","Married","Yes",0,1.25433
43,220867,531,82,4,16.55,24,"Bachelor's","Full-time","Divorced","No",1,1.41699
20,223546,712,51,1,18.69,36,"Bachelor's","Part-time","Divorced","No",0,1.25046
48,242721,533,3,4,4.89,36,"PhD","Part-time","Married","Yes",0,0.68559
66,154427,767,84,3,11.56,60,"High School","Full-time","Divorced","Yes",0,0.62604
64,75600,518,62,4,23.16,48,"Master's","Part-time","Single","Yes",0,0.16949
69,73519,422,12,3,10.2,60,"High School","Full-time","Single","No",0,0.44965
20,246429,369,91,3,24.35,24,"Master's","Part-time","Divorced","Yes",0,0.50643
44,187520,681,4,4,15.28,36,"High School","Part-time","Single","Yes",1,0.20174
31,136402,527,7,3,7.05,24,"Bachelor's","Part-time","Divorced","No",0,1.2957
43,103837,724,72,4,4.18,24,"Bachelor's","Full-time","Married","Yes",0,1.42042
61,148739,334,12,1,20.65,24,"Bachelor's","Full-time","Single","Yes",0,1.49258
19,168272,806,54,3,7.64,36,"Master's","Unemployed","Single","No",1,0.70806
67,213158,717,19,4,24.5,12,"Bachelor's","Part-time","Married","Yes",0,1.1883
51,79507,448,45,2,18.56,48,"Master's","Part-time","Married","Yes",0,1.24647
30,212616,671,116,1,13.01,36,"Bachelor's","Unemployed","Married","No",0,1.45432
24,159267,745,109,3,5.19,48,"Bachelor's","Part-time","Divorced","Yes",0,0.69859
45,164777,387,68,2,17.81,12,"Master's","Unemployed","Single","No",0,1.17946
18,208820,522,59,2,18.66,48,"Bachelor's","Unemployed","Married","Yes",0,1.13097
28,56917,382,88,4,6.35,60,"High School","Part-time","Divorced","No",0,0.46183
56,204726,429,112,3,17.82,24,"Master's","Self-employed","Divorced","Yes",0,0.23675
54,105920,447,115,1,14.61,36,"High School","Self-employed","Single","Yes",0,0.22437
60,11030,550,6,3,22.17,12,"Bachelor's","Self-employed","Single","Yes",0,0.39543
65,167398,503,45,1,13.17,24,"High School","Part-time","Married","Yes",0,1.41193
66,179054,515,7,3,14.93,60,"High School","Unemployed","Divorced","No",0,1.33677
62,240736,357,10,4,20.7,24,"Bachelor's","Self-employed","Married","Yes",0,1.34126
29,112739,417,87,3,8.83,60,"Master's","Full-time","Divorced","Yes",0,0.67021
36,148007,353,17,2,5.52,12,"PhD","Full-time","Divorced","No",0,0.26175
51,190612,795,84,3,22.5,24,"Master's","Self-employed","Married","Yes",0,0.46511
18,123599,569,7,3,8.37,24,"Master's","Self-employed","Single","Yes",0,0.53588
21,68786,473,83,4,4.24,36,"Master's","Self-employed","Divorced","No",0,0.7827
67,192481,488,17,3,6.2,36,"High School","Full-time","Married","No",0,1.12261
60,133516,659,62,2,5.28,36,"High School","Self-employed","Single","No",0,1.2058
24,33392,526,15,1,3.54,12,"PhD","Self-employed","Divorced","Yes",1,1.29362
52,59468,523,45,3,16.44,36,"Master's","Self-employed","Married","Yes",0,0.89345
30,142282,319,49,2,16.93,24,"High School","Full-time","Married","Yes",0,0.65335
21,175906,442,42,4,8.7,60,"Master's","Unemployed","Single","No",0,0.9795
46,10082,590,50,3,23.75,24,"Bachelor's","Part-time","Married","No",0,1.26396
36,144634,463,95,3,14.09,36,"Bachelor's","Unemployed","Divorced","No",0,0.2802
68,165459,785,45,1,16.29,36,"Master's","Full-time","Divorced","No",0,1.00661
40,67064,522,70,3,22.08,12,"High School","Self-employed","Divorced","Yes",0,0.80385
69,113691,427,35,3,3.49,48,"Master's","Unemployed","Married","Yes",0,1.29579
24,73824,579,2,2,13.1,60,"PhD","Part-time","Single","Yes",0,0.65841
60,31367,804,54,2,22.54,48,"Bachelor's","Part-time","Single","No",0,1.38674
35,245494,608,46,4,12.56,48,"Bachelor's","Self-employed","Single","No",0,1.25863
40,75532,705,56,4,14.2,48,"High School","Unemployed","Single","Yes",1,0.99262
29,177468,803,58,3,20.98,24,"Bachelor's","Full-time","Married","No",0,1.32227
39,90147,443,96,3,2.58,36,"High School","Part-time","Married","Yes",0,0.65965
57,87840,842,28,4,2.92,12,"Bachelor's","Part-time","Single","Yes",0,0.31414
31,188790,826,2,1,20,36,"High School","Full-time","Divorced","No",0,0.44819
68,235780,725,117,1,5.74,24,"Master's","Unemployed","Single","Yes",0,0.72582
25,105489,498,17,1,23.21,48,"Bachelor's","Part-time","Single","No",0,0.8153
49,23243,636,97,3,3.44,36,"Master's","Self-employed","Married","Yes",0,0.21381
63,100279,363,79,3,5.65,12,"PhD","Part-time","Married","No",0,0.23934
36,127322,536,86,3,3.58,24,"PhD","Full-time","Married","No",0,0.46546
65,178663,368,111,2,13.06,60,"Master's","Self-employed","Single","Yes",0,0.57862
50,191596,528,111,1,17.24,48,"PhD","Full-time","Married","No",0,1.12197
29,37292,472,98,2,13.92,60,"High School","Self-employed","Married","Yes",0,0.55368
64,244116,612,98,4,11.96,24,"PhD","Unemployed","Divorced","Yes",0,0.80336
43,233718,533,72,2,11.94,12,"PhD","Unemployed","Divorced","Yes",0,0.8939
30,118678,376,76,2,2.85,24,"PhD","Part-time","Single","Yes",0,1.41284
24,159546,352,38,4,6.43,60,"Bachelor's","Self-employed","Divorced","Yes",1,0.87747
51,248920,833,54,2,15.66,60,"Bachelor's","Unemployed","Divorced","No",0,1.05171
38,101623,785,98,1,3.77,12,"Bachelor's","Unemployed","Married","No",0,0.79499
63,240601,310,80,4,2.96,12,"Bachelor's","Full-time","Single","Yes",0,1.41763
35,64351,388,23,1,14.35,60,"Master's","Unemployed","Married","Yes",0,1.03896
66,224871,745,47,4,12.92,12,"Bachelor's","Part-time","Divorced","No",0,1.07728
22,126499,834,119,3,19.92,12,"High School","Unemployed","Single","Yes",0,0.66635
67,216635,583,62,2,14.92,12,"Bachelor's","Unemployed","Single","No",0,1.2247
58,84675,794,51,3,23.81,60,"Bachelor's","Self-employed","Single","No",0,1.09515
28,95136,683,28,4,19.52,24,"High School","Self-employed","Single","Yes",1,1.23744
38,111368,324,73,1,10.99,24,"High School","Unemployed","Married","Yes",0,0.63705
53,147036,742,97,3,23.66,12,"Bachelor's","Unemployed","Single","No",1,0.51848
60,83530,371,41,1,23.36,24,"Bachelor's","Full-time","Married","Yes",0,1.19494
24,173603,675,113,2,7.16,24,"High School","Self-employed","Married","No",0,1.06472
28,125237,812,114,3,15.17,24,"PhD","Unemployed","Single","Yes",0,0.49943
22,91336,354,108,3,24.49,48,"PhD","Part-time","Divorced","Yes",0,1.43861
31,239991,579,113,1,9.09,12,"Bachelor's","Unemployed","Single","Yes",0,0.6526
27,179847,366,75,3,11.37,36,"Bachelor's","Full-time","Married","Yes",0,1.09589
23,184018,683,56,1,8.8,24,"PhD","Full-time","Divorced","Yes",0,1.35219
38,175672,336,28,1,21.58,24,"PhD","Unemployed","Single","No",1,0.41507
28,237198,679,59,4,7.92,48,"PhD","Unemployed","Single","Yes",1,0.2207
36,78833,844,117,4,12.54,60,"High School","Self-employed","Married","Yes",0,0.3832
58,163114,631,41,4,2.78,24,"High School","Part-time","Divorced","Yes",0,1.05929
57,166584,817,89,3,22.92,60,"Bachelor's","Part-time","Married","Yes",0,0.23692
44,223735,343,81,2,4.83,12,"Bachelor's","Unemployed","Single","Yes",0,0.5417
53,201795,528,84,4,12.83,12,"Master's","Self-employed","Single","No",0,0.46398
53,88753,485,5,2,5.14,60,"PhD","Self-employed","Married","Yes",0,0.94273
59,225998,384,24,4,12.94,24,"Bachelor's","Unemployed","Married","No",0,1.05352
69,188361,561,63,4,9.42,12,"PhD","Self-employed","Married","No",0,1.29674
60,143786,487,47,3,14.91,60,"Master's","Unemployed","Single","No",0,0.96779
68,130643,751,41,2,9.03,36,"PhD","Full-time","Divorced","No",0,0.43419
32,155848,592,69,2,24.66,24,"Bachelor's","Unemployed","Divorced","Yes",1,0.65608
23,120492,701,94,3,3.32,60,"High School","Part-time","Single","Yes",0,1.06512
45,20892,684,0,3,15.83,48,"Bachelor's","Self-employed","Divorced","Yes",1,0.51122
20,56983,422,47,2,20.19,12,"High School","Full-time","Single","Yes",0,1.35111
63,202678,729,114,3,6.55,36,"High School","Unemployed","Single","Yes",0,1.09418
31,182815,611,64,2,2.76,60,"PhD","Full-time","Single","Yes",0,0.99532
22,206337,463,94,3,9.3,48,"High School","Part-time","Single","Yes",0,0.44951
62,66391,758,106,2,5.42,60,"Bachelor's","Self-employed","Single","Yes",0,1.14944
30,236772,505,15,3,20.04,48,"High School","Part-time","Single","No",0,0.78573
50,102638,461,46,3,4.3,12,"Bachelor's","Unemployed","Single","Yes",0,0.63429
20,162591,720,89,4,20.67,48,"PhD","Self-employed","Married","Yes",0,0.21697
21,207584,416,88,1,16.89,24,"Bachelor's","Full-time","Married","Yes",0,1.26239
69,18802,520,59,4,12.93,48,"Master's","Self-employed","Divorced","Yes",0,1.0731
38,43062,419,73,4,2.67,24,"PhD","Unemployed","Married","Yes",0,1.12541
19,241020,508,56,1,18.38,36,"High School","Unemployed","Married","No",0,0.77281
49,233632,552,75,3,2.23,36,"Master's","Full-time","Single","Yes",0,1.12083
53,70140,763,51,4,14.57,24,"PhD","Part-time","Divorced","No",0,1.1407
21,43847,532,23,3,5.41,48,"Master's","Unemployed","Single","Yes",0,0.81153
69,35494,443,27,3,18.23,48,"High School","Full-time","Divorced","No",0,0.8686
40,204618,673,10,3,16.07,36,"High School","Part-time","Divorced","Yes",0,0.76895
51,119663,353,0,1,17.99,60,"High School","Full-time","Single","Yes",0,0.50281
66,224059,352,2,1,23.7,48,"Bachelor's","Full-time","Single","Yes",0,0.19473
35,5713,646,4,3,18.46,60,"High School","Self-employed","Married","No",0,1.15534
66,211049,579,20,1,17.63,60,"PhD","Full-time","Married","No",0,1.17198
48,8734,650,106,2,23.98,48,"Master's","Self-employed","Divorced","Yes",0,1.25512
51,25331,321,105,4,6.48,24,"High School","Part-time","Single","No",0,0.55894
56,211191,811,106,2,18.98,48,"PhD","Part-time","Single","No",0,1.00792
61,247959,523,67,4,2.83,24,"PhD","Part-time","Divorced","No",0,0.43691
47,75924,443,76,1,20.21,60,"PhD","Full-time","Divorced","Yes",0,1.23626
36,212824,731,100,2,9.45,12,"High School","Unemployed","Married","Yes",0,0.20823
26,207824,460,116,2,21.87,60,"High School","Full-time","Divorced","Yes",1,0.58277
64,16502,307,7,1,14.43,48,"Master's","Full-time","Single","Yes",0,1.46145
34,184081,796,9,3,19.41,60,"PhD","Self-employed","Married","No",0,0.88359
46,68015,547,17,4,11.82,48,"PhD","Part-time","Divorced","No",0,1.3529
28,21068,774,52,3,21.37,24,"Bachelor's","Self-employed","Married","No",0,0.87117
20,124061,778,109,4,16.57,36,"PhD","Full-time","Divorced","Yes",0,0.2121
36,131776,314,97,1,20.81,60,"Bachelor's","Self-employed","Divorced","Yes",0,0.31421
57,49566,384,66,4,3.05,24,"PhD","Part-time","Divorced","Yes",0,1.37586
55,187626,486,113,3,13.38,48,"PhD","Part-time","Married","No",0,1.36908
61,181981,785,23,1,7.91,60,"Bachelor's","Part-time","Married","Yes",0,0.28804
65,170759,639,73,1,24.38,48,"High School","Unemployed","Single","Yes",0,1.05177
40,196416,775,61,2,11.14,48,"PhD","Part-time","Divorced","No",0,0.88618
31,78225,616,51,1,5.85,60,"PhD","Self-employed","Divorced","Yes",0,0.98644
43,202213,831,1,2,16.5,60,"High School","Full-time","Divorced","Yes",0,1.14921
26,178308,806,65,3,4.63,12,"Master's","Part-time","Single","Yes",1,0.51633
43,245459,344,29,3,11.63,24,"Bachelor's","Part-time","Married","No",0,0.99616
63,183899,640,48,2,10.12,60,"Bachelor's","Part-time","Single","No",0,0.20318
35,144491,491,94,3,18.31,60,"PhD","Part-time","Single","No",0,1.18454
62,168750,354,52,4,13.22,60,"PhD","Part-time","Divorced","No",0,0.68421
65,113284,805,87,1,14.04,12,"PhD","Self-employed","Divorced","No",0,0.32784
36,219879,332,118,4,4.21,48,"Bachelor's","Unemployed","Single","No",0,1.17715
23,241391,305,91,2,10.98,36,"Bachelor's","Part-time","Married","No",0,0.79156
60,69939,674,56,4,24.69,48,"Bachelor's","Part-time","Single","Yes",0,0.96466
29,70584,848,59,1,20.75,60,"PhD","Full-time","Single","Yes",0,0.50354
46,22161,572,3,4,4.9,24,"Bachelor's","Unemployed","Married","Yes",0,0.63264
42,54591,385,24,1,7.47,60,"Bachelor's","Unemployed","Married","No",0,1.32609
31,211766,845,48,1,21.29,36,"High School","Unemployed","Single","Yes",0,0.64697
67,78204,766,7,1,6.7,36,"Bachelor's","Unemployed","Married","No",0,1.04607
30,179119,702,75,1,11.59,24,"High School","Part-time","Married","No",0,0.30436
65,182202,373,58,2,10.13,48,"Master's","Part-time","Married","No",0,0.23726
18,133855,323,34,1,20.22,36,"Bachelor's","Part-time","Married","No",0,1.21897
32,228926,543,114,2,13.14,48,"High School","Full-time","Married","Yes",0,0.36884
21,42774,487,101,4,16.35,36,"PhD","Self-employed","Married","No",0,0.57053
36,150045,560,57,4,10.27,60,"Bachelor's","Self-employed","Single","Yes",0,0.42145
37,226142,642,40,4,21.67,24,"Bachelor's","Unemployed","Married","No",1,1.37708
44,46210,330,5,4,5.67,36,"Bachelor's","Part-time","Divorced","No",0,1.30606
22,35602,649,117,2,20.11,48,"PhD","Unemployed","Married","No",0,0.35517
42,197377,514,21,4,3.04,48,"PhD","Unemployed","Divorced","No",0,1.12409
67,218572,787,70,1,8.44,48,"High School","Part-time","Divorced","Yes",0,0.89789
41,117605,518,67,4,13.79,36,"PhD","Self-employed","Single","Yes",1,1.02164
22,235300,500,2,4,8.18,36,"Master's","Part-time","Married","No",0,0.74715
19,15912,559,65,2,8.68,60,"Master's","Part-time","Married","No",0,0.43911
61,55719,838,68,2,19.66,48,"Bachelor's","Full-time","Divorced","No",0,0.71168
57,180500,627,94,2,15.22,24,"Master's","Full-time","Married","No",0,0.51244
20,107059,815,24,3,8.23,48,"Bachelor's","Part-time","Married","No",0,0.27506
40,67039,741,90,1,19.75,60,"PhD","Unemployed","Married","Yes",0,0.34682
59,200246,830,93,2,20.18,24,"High School","Part-time","Married","No",0,1.10843
60,20073,401,61,2,16.34,60,"Bachelor's","Part-time","Single","No",0,0.83106
34,168475,680,102,4,5.25,36,"Master's","Full-time","Divorced","Yes",0,0.40595
51,145197,492,91,3,10.91,36,"Bachelor's","Unemployed","Single","Yes",0,1.33875
69,60872,467,32,1,23.82,36,"Master's","Self-employed","Married","Yes",0,1.47979
66,247208,818,36,2,5.19,60,"Master's","Part-time","Divorced","No",0,0.54013
25,112490,593,71,1,10.07,12,"Bachelor's","Unemployed","Married","No",0,1.20416
49,137279,544,22,2,10.76,24,"Bachelor's","Self-employed","Single","Yes",0,1.32279
54,13069,485,28,1,19.96,24,"PhD","Self-employed","Divorced","No",0,0.66305
18,81389,846,109,3,6.41,24,"PhD","Unemployed","Married","No",0,1.4519
23,109385,489,0,1,19.65,48,"Bachelor's","Full-time","Divorced","No",0,0.44091
48,88279,470,81,4,18.45,60,"Master's","Full-time","Divorced","Yes",0,0.58898
68,27745,490,21,1,14.05,36,"Master's","Self-employed","Married","Yes",0,0.29169
28,30829,589,89,1,2.25,48,"Master's","Full-time","Divorced","No",0,0.9412
22,139113,423,36,2,2.66,12,"Master's","Full-time","Single","Yes",0,0.55201
41,85148,843,78,2,16.83,36,"Bachelor's","Unemployed","Single","No",0,0.22489
39,230025,610,84,3,18.5,36,"Master's","Self-employed","Single","Yes",0,0.31966
50,79149,490,90,3,4.58,24,"Master's","Self-employed","Married","Yes",0,0.83142
44,39213,411,58,3,17.13,48,"High School","Part-time","Married","Yes",0,0.49411
68,69185,795,0,1,16.31,24,"Master's","Unemployed","Single","No",0,0.92843
46,61311,599,64,4,5.53,24,"Master's","Full-time","Single","No",0,0.32517
26,217002,830,23,1,6.51,60,"Master's","Self-employed","Single","Yes",0,1.34655
37,249822,466,111,3,15.46,48,"High School","Unemployed","Divorced","Yes",0,0.3346
67,248266,473,13,3,4.09,48,"Bachelor's","Part-time","Married","No",0,0.27834
62,204650,623,22,1,6.47,60,"High School","Full-time","Married","Yes",0,1.06756
48,22990,794,109,1,18.38,36,"PhD","Unemployed","Married","Yes",0,0.46637
39,115987,763,56,1,11.6,24,"Bachelor's","Full-time","Single","No",0,0.82198
47,71051,724,117,3,13.26,48,"PhD","Self-employed","Divorced","No",0,0.55465
25,178341,373,51,2,5.74,48,"High School","Self-employed","Single","Yes",0,0.73734
18,168126,681,85,3,24.99,60,"High School","Unemployed","Married","No",0,1.48049
52,181698,793,80,3,2.11,24,"PhD","Self-employed","Married","Yes",0,0.45005
67,77865,726,119,4,15.42,36,"Bachelor's","Part-time","Single","No",0,0.37083
44,23310,533,104,2,3.87,36,"Master's","Part-time","Married","No",0,0.75763
36,83619,465,33,1,7.19,36,"PhD","Full-time","Married","No",0,1.393
68,127338,357,86,3,22.19,48,"Bachelor's","Unemployed","Single","No",0,0.50549
50,238422,312,46,1,20.7,12,"PhD","Part-time","Married","No",1,0.4811
21,37025,787,20,3,5.84,48,"PhD","Part-time","Divorced","Yes",0,0.38498
57,203693,367,77,1,3.94,24,"Bachelor's","Unemployed","Divorced","Yes",0,0.2374
69,185524,628,106,3,7.29,12,"Master's","Full-time","Single","No",0,1.00925
50,120198,489,58,3,18.21,12,"Master's","Full-time","Single","Yes",0,0.80209
57,24246,683,119,4,6.28,48,"High School","Part-time","Married","No",0,0.48337
19,75131,491,40,3,16.23,12,"High School","Full-time","Married","No",1,0.51021
67,156771,447,58,3,13.94,60,"Master's","Full-time","Single","No",0,0.93365
36,149969,466,102,2,5.73,24,"High School","Full-time","Divorced","No",0,0.17882
66,5545,377,98,2,8.76,12,"PhD","Part-time","Single","No",0,0.23851
35,202255,656,95,1,12.53,12,"Bachelor's","Part-time","Married","No",0,0.52106
41,30138,527,73,1,9.29,24,"PhD","Part-time","Single","Yes",0,0.53105
59,18893,809,46,1,2.99,60,"PhD","Part-time","Married","No",0,1.47472
63,224650,598,74,3,9.75,24,"Master's","Self-employed","Single","No",0,1.49366
23,87035,652,25,4,24,48,"Bachelor's","Self-employed","Single","No",1,0.56423
33,163493,534,7,1,15.84,48,"High School","Part-time","Divorced","No",1,0.91235
41,140212,595,106,2,16.15,60,"High School","Part-time","Single","No",0,1.05483
27,181814,389,58,4,24.22,24,"Master's","Part-time","Married","Yes",0,0.38637
40,233510,558,95,4,8.51,36,"Bachelor's","Self-employed","Divorced","No",0,0.64762
61,53681,410,118,3,15.95,24,"PhD","Self-employed","Divorced","Yes",0,0.86588
38,49311,833,30,3,11.33,24,"High School","Full-time","Married","Yes",0,1.02536
35,230777,405,36,4,9.11,36,"Master's","Part-time","Single","No",0,1.1388
18,163975,491,72,2,6.15,12,"Bachelor's","Unemployed","Married","Yes",0,1.14408
36,5513,649,33,2,10.61,24,"Master's","Part-time","Married","Yes",0,0.80316
54,52171,581,101,1,13.34,60,"High School","Self-employed","Married","No",0,1.30926
46,106277,829,80,4,20.22,60,"Master's","Part-time","Married","Yes",0,1.47799
57,246299,579,12,2,14.51,12,"Master's","Unemployed","Married","Yes",0,0.32004
19,185790,652,90,2,22.5,36,"High School","Part-time","Single","Yes",0,1.30063
45,124908,707,70,1,2.97,36,"Bachelor's","Unemployed","Married","No",0,1.25788
